name;professor;contentReview;teachingReview;contentGrade;teachingGrade;average;trimester;day;time;round;bet;year;upvotes;author
Marketing management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;7;10;8,5;T3;Lundi / Monday;16h30-19h30;1er tour;65;2014/2015;0;Piranha
Marketing management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;2;5;3,5;T3;Lundi / Monday;16h30-19h30;1er tour;51;2014/2015;0;Piranha
Marketing Management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;10;0;5;T2;Jeudi / Thursday;13h15-16h15;1er tour;33;2014/2015;0;Piranha
Marketing Management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;10;10;10;T2;Jeudi / Thursday;13h15-16h15;1er tour;36;2014/2015;0;Piranha
Marketing Management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;10;7;8,5;T1;Lundi / Monday;16h30-19h30;1er tour;35;2014/2015;0;Piranha
Marketing Management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;4;6,5;T1;Lundi / Monday;16h30-19h30;1er tour;21;2014/2015;0;Piranha
Marketing management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;6;2;4;T2;Lundi / Monday;13h15-16h15;1er tour;38;2014/2015;0;Piranha
Marketing management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;2;4;3;T2;Lundi / Monday;13h15-16h15;1er tour;42;2014/2015;0;Piranha
Marketing management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;3;7;5;T2;Lundi / Monday;13h15-16h15;1er tour;40;2014/2015;0;Piranha
Marketing management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;8;1;4,5;T2;Lundi / Monday;13h15-16h15;1er tour;1;2014/2015;0;Piranha
Marketing management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;3;5;4;T2;Lundi / Monday;13h15-16h15;2ème tour;36;2014/2015;0;Piranha
Marketing management;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;4;2;3;T2;Lundi / Monday;13h15-16h15;1er tour;47;2014/2015;0;Piranha
